活动ID,活动域名,预计上线时间,预计下线时间,片区,运营
641012634,http://glico2018.act.qq.com,2017/12/29 23:00,2018/3/31 23:59,1,susieyuan
641012683,http://kuaishou.act.qq.com,2018/1/19 18:00,2018/3/31 23:59,2,zhangcong
641012707,http://galaxynew.act.qq.com,2018/2/24 23:59,2018/3/31 23:59,2,deanyu
641012687,http://chenmanphotoex.act.qq.com,2018/2/1 0:00,2018/3/31 23:59,2,vickyshu
641012719,http://superx.act.qq.com,2018/3/15 17:00,2018/3/31 23:59,2,looeyyang
641012690,http://startyourimpossible.act.qq.com,2018/2/6 0:00,2018/3/31 23:59,2,vickyshu
641012639,http://wdriver.act.qq.com,2017/12/8 23:00,2018/3/31 23:59,1,haozeng
641012696,http://osm.act.qq.com,2018/3/2 18:00,2018/3/31 23:59,1,amozhang
641012699,http://kb.act.qq.com,2018/3/2 15:00,2018/3/31 23:59,1,amozhang
641012663,http://focusctcc.act.qq.com,2018/1/5 23:00,2018/3/31 23:59,1,daisyshen
641012611,http://qidian11.qq.com,2017/11/11 17:00,2018/3/31 23:59,3,mmhan
641012619,http://beyond-infiniti.act.qq.com,2017/11/17 0:00,2018/3/31 23:59,2,quentinyang
641012678,http://jinlingguan.act.qq.com,2018/2/12 0:00,2018/3/31 23:59,2,dennispang
641012702,http://adifb.act.qq.com,2018/2/13 0:00,2018/3/31 23:59,1,lintaozhang
641012689,http://vitasoychina.act.qq.com,2018/1/29 0:00,2018/3/30 23:59,3,sabrinaqi
641012630,http://speed.act.qq.com,2017/12/27 0:00,2018/3/19 23:59,2,vickyshu
641012693,http://jdjoy.act.qq.com,2018/2/7 0:00,2018/3/15 23:59,2,rebeccaren
641012704,http://xifengjiucny.act.qq.com,2018/2/11 16:00,2018/3/12 23:59,2,looeyyang
641012706,http://kb.act.qq.com,2018/2/12 17:00,2018/3/2 23:59,1,amozhang
641012268,http://kabrita2017.act.qq.com,2017/3/1 0:00,2018/3/1 23:59,3,sitinggong
641012659,http://gm8.act.qq.com,2017/12/29 10:00,2018/3/1 23:59,3,maxsu
641012675,http://baojun530.act.qq.com,2018/1/18 0:00,2018/2/28 23:59,3,evayhli
641012664,http://geely2018cny.act.qq.com,2018/1/29 23:00,2018/2/28 23:59,1,lakitafu
641012636,http://hdfupin.act.qq.com,2017/12/1 18:00,2018/2/28 23:59,3,mmhan
641012676,http://iwc.act.qq.com,2018/1/31 23:00,2018/2/28 23:59,1,wendylin
641012651,http://wj201801.act.qq.com,2018/1/19 23:59,2018/2/28 23:59,1,ericzlguo
641012669,http://lancome.act.qq.com,2018/2/5 23:00,2018/2/28 23:59,1,wendylin
641012652,http://nutrilitebestxcx.act.qq.com,2017/12/18 0:00,2018/2/28 23:59,3,oliviatang
641012674,http://ibmstarwars.act.qq.com,2018/1/19 23:59,2018/2/28 23:59,2,deanyu
641012679,http://ysl.act.qq.com,2018/2/9 23:00,2018/2/28 23:59,1,wendylin
641012645,http://hdtsj.act.qq.com,2017/12/12 12:00,2018/2/28 23:59,3,mmhan
641012597,http://Nutrilitebest.act.qq.com,2017/11/8 0:00,2018/2/28 23:59,3,oliviatang
641012701,http://hft.act.qq.com,2018/2/11 0:00,2018/2/28 23:59,3,mmhan
641012666,http://anr.act.qq.com,2018/1/26 23:00,2018/2/28 23:59,1,amozhang
641012656,http://adidasar.act.qq.com,2018/1/15 18:00,2018/2/28 23:59,1,lintaozhang
641012649,http://lays.act.qq.com,2017/12/27 18:00,2018/2/28 23:59,1,ivyyin
641012650,http://tsj.act.qq.com,2017/12/14 18:00,2018/2/28 23:59,3,mmhan
641012657,http://cruzemu.act.qq.com,2018/1/15 23:00,2018/2/28 23:59,1,joilinchen
641012691,http://ambrosial2018cny.act.qq.com,2018/2/8 0:00,2018/2/28 23:59,2,deanyu
641012682,http://wk.act.qq.com,2018/1/19 12:00,2018/2/28 23:59,3,danniezhang
641012661,http://cny2018.act.qq.com,2018/1/3 2:00,2018/2/28 23:59,2,sophielv
641012648,http://hdly.act.qq.com,2017/12/13 0:00,2018/2/28 23:59,3,mmhan
641012686,http://audibrand.act.qq.com,2018/1/31 0:00,2018/2/28 23:59,2,vickyshu
641012692,http://deej-xctj.act.qq.com,2018/2/12 23:59,2018/2/28 23:59,2,deanyu
641012610,http://watsons.act.qq.com,2017/12/29 0:00,2018/2/28 0:00,3,wendywqwei
641012694,http://huawei2018cny.act.qq.com,2018/2/8 0:00,2018/2/25 23:59,2,deanyu
641012641,http://qzone.act.qq.com,2017/12/20 0:00,2018/2/20 23:59,3,danniezhang
641012668,http://dove2018cny.act.qq.com,2018/1/17 17:00,2018/2/17 23:59,2,looeyyang
641012700,http://tams.act.qq.com,2018/2/14 0:00,2018/2/14 23:59,1,nicoxu
641012620,http://Xtep.act.qq.com,2017/12/1 0:00,2018/2/5 23:59,3,waynezwchen
641012658,,2018/1/10 0:00,2018/2/2 23:59,1,eericaqiao
641012296,http://martell.act.qq.com,2017/1/23 16:00,2018/1/31 23:59,1,ksekita
641012637,http://gatoradechina.act.qq.com,2017/12/22 18:00,2018/1/31 23:59,1,ivyyin
641012296,http://martell.act.qq.com,2017/1/23 16:00,2018/1/31 23:59,1,leslieyyang
641012643,http://hdjk.act.qq.com,2017/12/11 18:00,2018/1/31 23:59,3,mmhan
641012662,,2018/1/22 0:00,2018/1/31 23:59,1,chloedong
641012667,http://lexus.act.qq.com,2018/1/10 10:00,2018/1/31 23:59,2,mollyliu
641012635,http://mercedes-benz-winter.act.qq.com,2017/12/7 18:00,2018/1/31 23:59,2,amyfliu
641012681,http://maybelline.act.qq.com,2018/1/18 23:00,2018/1/31 23:59,1,wendylin
641012665,http://hongqi.act.qq.com,2018/1/8 7:00,2018/1/31 23:59,2,mollyliu
641012642,http://hdysg.act.qq.com,2017/12/11 0:00,2018/1/31 23:59,3,mmhan
641012644,http://ksfsuancai.act.qq.com,2017/12/19 18:00,2018/1/31 23:59,1,yongzhezong
641012592,http://audi.act.qq.com,2017/11/1 0:00,2018/1/31 23:59,2,mussetwang
641012528,http://mercedes-benz-whiteart.act.qq.com,2017/8/9 12:00,2018/1/31 0:00,2,amyfliu
641012602,http://mercedes-benz-gls.act.qq.com,2017/11/1 0:00,2018/1/31 0:00,2,haleyxiong
641012677,,2018/1/22 0:00,2018/1/28 23:59,1,eericaqiao
641012632,http://cestbonsport.act.qq.com,2017/12/11 0:00,2018/1/25 23:59,3,sabrinaqi
641012618,http://ynbygy2017.act.qq.com,2017/11/22 0:00,2018/1/22 23:59,3,danniezhang
641012623,http://midwinter.act.qq.com,2017/12/20 18:00,2018/1/19 23:59,1,joilinchen
641012527,http://borgward-bx5.act.qq.com,2017/8/14 0:00,2017/12/31 23:59,2,mussetwang
641012223,http://coke.act.qq.com,2016/12/12 23:00,2017/12/31 23:59,1,jennyxiong
641012594,http://newgolf.act.qq.com,2017/11/4 0:00,2017/12/31 23:59,2,haleyxiong
641012586,http://atenza2018.act.qq.com,2017/10/23 18:00,2017/12/31 23:59,2,vickyshu
641012494,a6-avant.act.qq.com,2017/7/4 0:00,2017/12/31 23:59,2,mussetwang
641012633,http://redmi5.act.qq.com,2017/11/29 0:00,2017/12/31 23:59,2,sophielv
641012441,http://fanta.act.qq.com,2017/5/13 0:00,2017/12/31 23:59,1,jennyxiong
641012328,http://kad.qq.com,2017/3/31 0:00,2017/12/31 23:59,1,leojzhang
641012614,http://viossd.act.qq.com,2017/11/18 0:00,2017/12/31 23:59,2,vickyshu
641012587,http://a3.act.qq.com,2017/10/23 0:00,2017/12/31 23:59,2,haleyxiong
641012621,http://svwhn.act.qq.com,2017/11/20 23:00,2017/12/31 23:59,1,lakitafu
641012654,http://xc60live.act.qq.com,2017/12/19 23:00,2017/12/31 23:59,1,joilinchen
641012599,http://svw.act.qq.com,2017/11/7 23:00,2017/12/31 23:59,1,lakitafu
641012531,http://nutrilite.act.qq.com,2017/8/3 0:00,2017/12/31 23:59,3,oliviatang
641012427,http://xiaoming.act.qq.com,2017/6/21 16:00,2017/12/31 23:59,1,jennyxiong
641012587,http://a3.act.qq.com,2017/10/23 0:00,2017/12/31 23:59,2,mussetwang
641012579,http://5gum2017.act.qq.com,2017/10/23 23:59,2017/12/31 23:59,3,eddyjli
641012391,http://cestbon2017.act.qq.com,2017/4/14 0:00,2017/12/31 23:59,3,sitinggong
641012631,http://redmi.act.qq.com,2017/11/29 0:00,2017/12/31 23:59,2,sophielv
641012616,http://lfxy.act.qq.com,2017/11/16 17:00,2017/12/31 23:59,1,lakitafu
641012546,http://gslive2017.act.qq.com,2017/8/25 0:00,2017/12/31 23:59,3,maxsu
641012481,http://xiaoming.act.qq.com,2017/6/21 0:00,2017/12/31 23:59,1,daisyshen
641012595,http://lfx7.act.qq.com,2017/10/30 18:00,2017/12/31 23:59,1,lakitafu
641012545,http://2017gs7.act.qq.com,2017/8/26 0:00,2017/12/31 23:59,3,maxsu
641012443,http://mondeo2016.act.qq.com,2017/5/15 10:00,2017/12/31 23:59,1,amozhang
641012469,http://outlanderlz.act.qq.com,2017/6/10 0:00,2017/12/31 23:59,3,maxsu
641012329,http://keaiduo2017.act.qq.com,2017/3/31 23:00,2017/12/31 23:59,1,leojzhang
641012640,http://jaguarxel.act.qq.com,2017/12/14 12:00,2017/12/31 23:59,1,amozhang
641012379,,2017/3/27 0:00,2017/12/31 23:59,1,nicoxu
641012573,http://liby.act.qq.com,2017/9/21 0:00,2017/12/31 23:59,3,oliviatang
641012583,http://cpicvideo3.act.qq.com,2017/10/20 18:00,2017/12/31 23:59,1,cherylmycai
641012314,http://meirihuojun.act.qq.com,2017/3/23 0:00,2017/12/31 23:59,2,oliviapchen
641012223,http://coke.act.qq.com,2016/12/12 23:00,2017/12/31 23:59,1,daisyshen
641012468,http://outlanderzb.act.qq.com,2017/6/9 0:00,2017/12/31 23:59,3,maxsu
641012431,http://jeeplpl.act.qq.com,2017/6/19 23:59,2017/12/31 23:59,1,nicoxu
641012323,http://pepsimoment.act.qq.com,2017/3/28 23:00,2017/12/31 23:59,1,chloedong
641012564,http://oreo-research.act.qq.com,2017/9/14 18:00,2017/12/31 23:59,1,lintaozhang
641012360,http://pepsimusic.act.qq.com,2017/3/28 23:00,2017/12/31 23:59,1,chloedong
641012524,http://hzpdh2017.act.qq.com,2017/7/28 0:00,2017/12/31 23:59,3,oliviatang
641012626,http://pizzahutqqmusicxmas2017.act.qq.com,2017/11/24 23:00,2017/12/31 23:59,1,ericzlguo
641012404,http://stride2017.act.qq.com,2017/4/25 23:00,2017/12/31 23:59,1,ivyyin
641012625,http://a8l.act.qq.com,2017/11/27 0:00,2017/12/31 23:59,2,mussetwang
641012596,http://focusctcc.act.qq.com,2017/11/4 18:00,2017/12/31 23:59,1,amozhang
641012624,http://toyotatnga.act.qq.com,2017/11/18 0:00,2017/12/31 23:59,2,vickyshu
641012582,http://cpicvideo2.act.qq.com,2017/10/20 18:00,2017/12/31 23:59,1,cherylmycai
641012343,http://kabrita2017qzone.act.qq.com,2017/3/1 0:00,2017/12/31 23:59,3,sitinggong
641012335,http://clearsports.qq.com,2017/2/24 0:00,2017/12/31 23:59,1,lintaozhang
641012628,http://lynkco.act.qq.com,2017/11/27 18:00,2017/12/31 23:59,1,lakitafu
641012593,http://yaes.act.qq.com,2017/11/14 23:00,2017/12/31 23:59,1,haozeng
641012536,http://cestbon-university2017-2.act.qq.com,2017/8/31 0:00,2017/12/31 23:59,3,sitinggong
641012559,http://2017dfpvax4.act.qq.com,2017/9/8 0:00,2017/12/31 23:59,3,maxsu
641012315,http://meirihuojun2017.act.qq.com,2017/3/4 0:00,2017/12/31 23:59,2,oliviapchen
641012488,http://chapai.act.qq.com,2017/7/20 18:00,2017/12/31 23:59,1,yongzhezong
641012411,http://maserati2017.act.qq.com,2017/5/2 0:00,2017/12/31 23:59,1,joilinchen
641012581,http://cpicvideo1.act.qq.com,2017/10/20 18:00,2017/12/31 23:59,1,cherylmycai
641012461,http://survey.v.qq.com,2017/6/2 23:00,2017/12/31 23:59,1,qrangechen
641012590,http://touranlpc.act.qq.com,2017/10/30 23:59,2017/12/31 23:59,1,lakitafu
641012356,http://pepsi.act.qq.com,2017/4/5 23:00,2017/12/31 23:59,1,chloedong
641012580,http://escort.act.qq.com,2017/10/16 17:00,2017/12/31 23:59,1,amozhang
641012552,http://hengdatsj2017.act.qq.com,2017/8/25 0:00,2017/12/31 23:59,3,maxsu
641012572,http://jujing.qq.com,2017/10/15 0:00,2017/12/31 23:59,3,mmhan
641012627,http://benz-gle.act.qq.com,2017/11/23 19:00,2017/12/31 23:59,2,amyfliu
641012613,http://rx3.act.qq.com,2017/11/15 15:00,2017/12/31 23:59,1,amozhang
641012373,,2017/5/12 0:00,2017/12/31 23:59,1,chloedong
641012576,http://jdxyzx.act.qq.com,2017/10/13 23:59,2017/12/31 23:59,2,feihonglv
641012607,http://mg6.act.qq.com,2017/11/15 15:00,2017/12/31 23:59,1,amozhang
641012418,http://wlj.act.qq.com,2017/5/18 0:00,2017/12/31 23:59,3,doralei
641012334,http://qingnengplansy.qq.com,2017/4/7 0:00,2017/12/31 0:00,2,viviancai
641012048,http://canada.act.qq.com,2016/7/1 0:00,2017/12/31 0:00,2,vickyshu
641012496,http://yiqinanqu.act.qq.com,2017/7/4 17:00,2017/12/31 0:00,2,mollyliu
641012591,http://mercedes-benz-whiteart.act.qq.com/gle,2017/10/16 0:00,2017/12/30 23:59,2,haleyxiong
641012462,http://zkungfumylogopublicize.act.qq.com,2017/6/2 10:00,2017/12/30 23:59,3,zhoushenliu
641012487,http://dormstar.act.qq.com,2017/7/3 17:00,2017/12/28 23:59,2,looeyyang
641012598,http://equinox2017.act.qq.com,2017/11/23 18:00,2017/12/16 23:59,1,joilinchen
641012601,http://glasuv.act.qq.com,2017/11/1 0:00,2017/12/15 23:59,2,quentinyang
641012604,http://hondahz.act.qq.com,2017/11/3 0:00,2017/11/30 23:59,3,evayhli
641012605,http://oppoR11s.act.qq.com,2017/11/6 0:00,2017/11/30 23:59,3,doralei
641012532,http://ksfbtxlsummer.act.qq.com,2017/8/9 18:00,2017/11/30 23:59,1,yongzhezong
641012561,http://herbalife.act.qq.com,2017/9/15 0:00,2017/11/30 23:59,1,cherylmycai
641012589,http://allnewcamry.act.qq.com,2017/10/31 0:00,2017/11/30 23:59,3,evayhli
641012608,http://olay2017.act.qq.com,2017/11/3 0:00,2017/11/30 23:59,3,eddyjli
641012519,http://yjsuv.act.qq.com,2017/8/11 23:59,2017/11/30 23:59,1,lakitafu
641012622,http://ford2017.act.qq.com,2017/11/23 12:00,2017/11/30 23:59,1,amozhang
641012603,http://meco-chenweiting.act.qq.com,2017/11/8 0:00,2017/11/30 23:59,1,yongzhezong
641012609,http://chevynight2017.act.qq.com,2017/11/15 14:00,2017/11/30 23:59,1,joilinchen
641012548,http://shell.act.qq.com,2017/8/31 18:00,2017/11/30 0:00,2,jqchen
641012568,http://olivoila.act.qq.com,2017/9/21 15:00,2017/11/26 23:59,3,kurtxiang
641012612,http://vivox20wje.act.qq.com,2017/11/10 20:00,2017/11/15 23:59,3,lillianqiu
641012562,http://philipshealth2017.act.qq.com,2017/9/22 18:00,2017/11/13 23:59,1,cherylmycai
641012543,http://xx2.act.qq.com,2017/9/1 23:59,2017/11/13 0:00,2,vickyshu
641012584,http://fawmc.act.qq.com,2017/10/20 0:00,2017/11/10 23:59,2,quentinyang
641012606,,2017/11/4 19:00,2017/11/5 23:59,3,maxsu
641012550,http://kfc30.act.qq.com,2017/9/6 18:00,2017/10/31 23:59,1,ivyyin
641012563,http://equinox.act.qq.com,2017/9/11 18:00,2017/10/31 23:59,1,joilinchen
641012486,http://ksftheatre.act.qq.com,2017/7/7 23:00,2017/10/31 23:59,1,daisyshen
641012483,http://oreo.act.qq.com,2017/6/30 23:00,2017/10/31 23:59,1,leojzhang
641012533,http://allnew-magotan.act.qq.com,2017/8/16 17:00,2017/10/31 23:59,2,jqchen
641012374,,2017/5/1 0:00,2017/10/31 23:59,1,chloedong
641012549,http://phdi.act.qq.com,2017/8/26 18:00,2017/10/31 23:59,1,ivyyin
641012555,http://osm.act.qq.com,2017/9/25 18:00,2017/10/31 23:59,1,eericaqiao
641012577,http://gl6live.act.qq.com,2017/10/13 23:00,2017/10/31 23:59,1,joilinchen
641012525,http://icbc2017.act.qq.com,2017/8/1 0:00,2017/10/31 23:59,2,sophielv
641012544,http://multivan.act.qq.com,2017/8/31 0:00,2017/10/31 23:59,2,vickyshu
641012420,http://outland2017.act.qq.com,2017/5/2 0:00,2017/10/31 23:59,3,maxsu
641012517,http://galaxys8.act.qq.com,2017/7/25 23:59,2017/10/31 23:59,2,deanyu
641012385,http://saprunlive.qq.com,2017/5/3 23:59,2017/10/31 23:59,2,rebeccaren
641012578,http://huaweimate10.act.qq.com,2017/10/20 0:00,2017/10/31 23:59,2,deanyu
641012489,http://Touareg.qq.com/tracing,2017/7/11 0:00,2017/10/31 23:59,2,vickyshu
641012500,http://geely.act.qq.com,2017/7/14 23:59,2017/10/31 23:59,1,lakitafu
641012556,http://vansparkseries.act.qq.com,2017/9/11 23:59,2017/10/31 23:59,1,micwang
641012585,http://borgward-bx5.act.qq.com,2017/10/18 0:00,2017/10/31 23:59,2,haleyxiong
641012570,http://vivox20.act.qq.com,2017/9/20 0:00,2017/10/30 23:59,3,lillianqiu
641012509,http://holidayinn.act.qq.com,2017/7/19 0:00,2017/10/20 23:59,3,misakili
641012537,lizhi.act.qq.com,2017/8/18 0:00,2017/10/18 23:59,3,kurtxiang
641012566,http://pghfs2017.act.qq.com,2017/9/13 23:00,2017/10/12 23:59,3,eddyjli
641012569,http://love-olivoila.act.qq.com,2017/9/21 14:00,2017/10/9 23:59,3,kurtxiang
641012560,http://huamei.act.qq.com,2017/9/8 18:00,2017/10/8 23:59,3,kurtxiang
641012454,http://tuborgopen.act.qq.com,2017/5/27 0:00,2017/10/1 23:59,3,sabrinaqi
641012535,http://new-sagitar.act.qq.com,2017/8/17 0:00,2017/9/30 23:59,2,jqchen
641012574,http://bydsongmax.act.qq.com,2017/9/22 0:00,2017/9/30 23:59,3,evayhli
641012539,http://longines.act.qq.com,2017/8/14 23:59,2017/9/30 23:59,1,micwang
641012565,http://galaxynote8.act.qq.com,2017/9/13 18:00,2017/9/30 23:59,2,deanyu
641012505,http://bydsong.act.qq.com,2017/7/20 0:00,2017/9/30 23:59,3,eddyjli
641012495,http://dzhd.act.qq.com,2017/6/30 23:59,2017/9/30 23:59,1,lakitafu
641012380,http://cestbon-university2017.act.qq.com,2017/4/10 0:00,2017/9/30 23:59,3,sitinggong
641012498,http://oreo.act.qq.com/ffs,2017/7/5 23:00,2017/9/30 23:59,1,lintaozhang
641012490,http://lwx2.act.qq.com,2017/7/10 23:59,2017/9/30 23:59,1,lakitafu
641012558,http://dongfeng.act.qq.com,2017/9/14 18:00,2017/9/30 23:59,1,joilinchen
641012523,http://jeepsummer.act.qq.com,2017/8/2 18:00,2017/9/30 23:59,1,nicoxu
641012502,http://icoke.qq.com,2017/8/9 17:00,2017/9/30 23:59,1,jennyxiong
641012554,http://weikezi.act.qq.com,2017/9/8 0:00,2017/9/30 23:59,2,dennispang
641012463,http://svw-nj.act.qq.com,2017/6/14 23:59,2017/9/30 23:59,1,lakitafu
641012424,http://bodykey.act.qq.com,2017/5/10 20:00,2017/9/30 23:59,3,estellawang
641012571,http://ecosport.act.qq.com,2017/9/25 18:00,2017/9/30 23:59,1,amozhang
641012464,http://adidastos.act.qq.com,2017/6/16 23:00,2017/9/30 23:59,1,micwang
641012392,http://yilibgc.act.qq.com,2017/4/17 0:00,2017/9/30 23:59,2,mengjin
641012465,http://vitasoy.act.qq.com,2017/6/12 0:00,2017/9/30 23:59,3,wendywqwei
641012526,http://icbc.act.qq.com,2017/8/2 0:00,2017/9/30 23:59,2,sophielv
641012482,http://lincoln.act.qq.com,2017/7/4 23:59,2017/9/30 23:59,1,lakitafu
641012388,http://ftms.act.qq.com/corolla,2017/4/17 23:59,2017/9/30 0:00,2,vickyshu
641012567,,2017/9/21 14:00,2017/9/22 23:59,1,ivyyin
641012477,,2017/6/20 23:59,2017/9/21 23:59,2,viviancai
641012478,,2017/6/20 23:59,2017/9/21 23:59,2,viviancai
641012484,http://huaweinova2.act.qq.com,2017/8/28 0:00,2017/9/21 0:00,2,deanyu
641012551,http://oppotfboys2017.act.qq.com,2017/9/11 0:00,2017/9/16 0:00,3,zhoushenliu
641012538,,2017/8/15 0:00,2017/9/15 23:59,1,chuckielv
641012553,http://xiaomimix2.act.qq.com,2017/9/6 0:00,2017/9/12 0:00,2,yifanli
641012521,http://akclub.act.qq.com,2017/7/28 20:00,2017/9/9 23:59,1,eericaqiao
641012493,http://guliduo.qq.com,2017/8/7 0:00,2017/9/5 0:00,2,reneeliang
641012557,,2017/9/4 20:00,2017/9/4 23:59,1,haozeng
641012530,http://wuling510yunying.act.qq.com,2017/8/2 0:00,2017/8/31 23:59,3,evayhli
641012415,http://svhd.act.qq.com,2017/5/3 23:59,2017/8/31 23:59,1,lakitafu
641012423,http://svygq.act.qq.com,2017/5/4 23:59,2017/8/31 23:59,1,lakitafu
641012414,http://svbf.act.qq.com,2017/5/4 23:59,2017/8/31 23:59,1,lakitafu
641012422,http://svhb.act.qq.com,2017/5/3 23:59,2017/8/31 23:59,1,lakitafu
641012421,http://svhn.act.qq.com,2017/5/4 23:59,2017/8/31 23:59,1,lakitafu
641012542,,2017/8/24 0:00,2017/8/31 23:59,1,nicoxu
641012501,http://mercedes-benz-gla.act.qq.com,2017/7/13 23:00,2017/8/31 23:59,2,amyfliu
641012540,http://landrover.act.qq.com,2017/8/18 23:00,2017/8/31 23:59,1,amozhang
641012447,http://adidasros.act.qq.com,2017/6/14 23:00,2017/8/31 23:59,1,micwang
